date,solarenergy,evapotranspiration,rainfallvalue,humidity,temp,soilmoisture,inflow
2021-09-16,21.9,3.66,0.0,69.1,84.6,28.74,4166.66666666666
2021-09-17,20.8,3.94,0.0,69.6,84.0,27.81,2546.296296296324
2021-09-18,21.0,3.53,0.0,70.1,83.9,27.01,0.0
2021-09-19,15.7,3.38,0.19,72.9,83.3,26.37,115.74074074071758
2021-09-20,14.1,3.73,2.3,80.9,81.6,27.13,0.0
2021-09-21,15.1,3.16,7.0,82.4,81.2,28.29,0.0
2021-09-22,14.5,3.35,7.12,80.8,81.5,28.85,0.0
2021-09-23,8.6,,7.57,80.9,81.6,,0.0
2021-09-24,16.5,3.13,4.09,76.2,83.3,28.98,0.0
2021-09-25,15.7,3.14,0.25,76.9,83.6,28.2,0.0
2021-09-26,14.9,3.17,5.71,76.0,82.7,29.54,0.0
2021-09-27,4.1,2.36,1.12,87.6,79.2,29.01,694.4444444444699
2021-09-28,10.9,2.78,15.18,80.1,80.8,33.24,0.0
2021-09-29,16.5,3.42,1.79,75.3,82.3,31.59,1273.1481481481817
2021-09-30,18.3,3.4,0.69,76.3,83.4,30.41,3124.999999999995
2021-10-01,20.5,2.84,0.4,80.5,83.7,29.49,810.1851851851874
2021-10-02,18.8,2.95,1.15,76.9,84.4,28.52,0.0
2021-10-03,20.1,2.75,0.17,75.1,84.6,27.7,0.0
2021-10-04,20.4,2.85,0.34,75.6,84.6,27.15,0.0
2021-10-05,19.4,2.38,3.61,80.4,83.1,28.93,0.0
2021-10-06,17.0,2.8,1.82,81.2,82.7,28.57,0.0
2021-10-07,16.2,2.69,3.66,77.8,83.5,29.63,347.22222222223496
2021-10-08,19.2,2.89,1.44,77.7,84.6,28.69,115.74074074071758
2021-10-09,18.3,2.6,28.35,78.8,82.3,35.58,2430.5555555555648
2021-10-10,18.5,3.7,7.37,77.3,83.3,33.37,3819.444444444424
2021-10-11,21.6,3.47,5.77,66.0,83.8,33.2,2199.074074074088
2021-10-12,21.1,3.74,0.0,67.9,82.5,31.38,0.0
2021-10-13,18.9,3.54,1.59,70.8,82.6,30.34,115.74074074075811
2021-10-14,19.3,3.21,0.36,66.7,84.0,29.54,347.22222222223496
2021-10-15,18.9,,0.2,66.0,83.5,,231.4814814814757
2021-10-16,3.0,,0.0,89.6,78.5,,347.2222222221933
2021-10-17,16.4,,9.78,79.9,82.4,,0.0
2021-10-18,20.5,,0.13,73.9,83.4,,0.0
2021-10-19,16.9,,0.0,70.2,83.5,,0.0
2021-10-20,20.0,,0.16,70.1,82.8,,0.0
2021-10-21,20.3,,0.59,67.9,82.8,,0.0
2021-10-22,21.1,,2.35,65.6,82.0,,0.0
2021-10-23,21.3,,0.17,65.0,80.8,,0.0
2021-10-24,15.5,,0.85,72.7,80.1,,0.0
2021-10-25,19.0,,0.45,74.3,79.5,,0.0
2021-10-26,20.0,,0.0,64.5,79.7,,0.0
2021-10-27,21.5,,0.0,63.8,78.9,,0.0
2021-10-28,18.0,,0.0,64.7,79.1,,0.0
2021-10-29,14.1,,0.1,72.8,79.3,,0.0
2021-10-30,13.8,,5.71,84.6,79.6,,0.0
2021-10-31,16.2,,2.6,82.3,80.2,,0.0
2021-11-01,12.2,,1.76,84.8,77.5,,0.0
2021-11-02,9.8,,1.76,84.7,78.1,,0.0
2021-11-03,7.8,,2.04,86.9,78.0,,0.0
2021-11-04,15.7,,2.76,83.8,78.8,,0.0
2021-11-05,15.3,,1.27,79.5,79.1,,100115.74074074074
2021-11-06,16.2,,0.01,79.3,78.6,,0.0
2021-11-07,15.7,,0.0,78.6,78.9,,0.0
2021-11-08,18.3,,0.0,73.4,77.5,,0.0
2021-11-09,17.9,,0.0,66.7,75.1,,0.0
2021-11-10,18.2,,0.0,69.2,76.1,,0.0
2021-11-11,5.2,,0.11,73.8,75.3,,0.0
2021-11-12,3.8,,1.42,85.7,76.7,,0.0
2021-11-13,9.7,,1.75,87.9,78.7,,0.0
2021-11-14,11.3,,6.94,85.1,79.6,,0.0
2021-11-15,12.6,,1.0,83.0,80.4,,0.0
2021-11-16,8.1,,5.02,86.5,79.4,,0.0
2021-11-17,12.4,,6.86,86.6,78.9,,0.0
2021-11-18,6.7,,2.68,88.2,78.2,,0.0
2021-11-19,6.5,,8.36,88.2,77.0,,810.1851851851874
2021-11-20,10.4,,5.02,89.7,77.6,,925.925925925926
2021-11-21,10.1,,13.99,90.4,78.1,,3240.740740740732
2021-11-22,14.0,,2.27,83.3,80.6,,6250.000000000011
2021-11-23,15.4,,1.41,82.8,81.4,,6365.740740740728
2021-11-24,15.0,,2.02,85.1,80.2,,3587.9629629629685
2021-11-25,15.3,,0.38,81.9,79.2,,2199.074074074068
2021-11-26,18.7,,0.0,78.0,79.3,,1273.148148148162
2021-11-27,16.0,,0.0,80.1,75.9,,1041.6666666666645
2021-11-28,8.9,,0.18,77.6,76.3,,0.0
2021-11-29,5.1,,1.15,86.1,75.6,,0.0
2021-11-30,14.1,,3.72,79.7,77.4,,462.9629629629526
2021-12-01,13.3,0.93,0.11,79.5,76.9,25.85,0.0
2021-12-02,17.3,0.94,0.0,77.6,76.3,25.42,0.0
2021-12-03,17.7,0.85,0.0,74.6,76.7,25.06,0.0
2021-12-04,18.6,0.92,0.0,69.1,77.0,24.7,0.0
2021-12-05,18.3,0.88,0.0,65.4,77.6,24.37,0.0
2021-12-06,18.3,0.85,0.0,68.7,77.5,24.05,0.0
2021-12-07,16.8,0.8,0.0,71.6,78.0,23.76,231.4814814814757
2021-12-08,14.3,0.75,0.0,80.1,76.2,23.48,0.0
2021-12-09,13.0,0.68,0.0,77.5,77.8,23.23,0.0
2021-12-10,13.8,0.58,1.83,81.9,76.8,23.29,0.0
2021-12-11,16.0,0.69,0.08,79.1,76.6,23.04,462.9629629629734
2021-12-12,14.6,0.63,0.0,78.9,76.0,22.81,0.0
2021-12-13,13.2,0.56,0.0,80.4,75.6,22.61,0.0
2021-12-14,12.7,0.55,0.0,79.7,75.4,22.42,0.0
2021-12-15,15.8,0.53,0.0,73.7,74.3,22.23,0.0
2021-12-16,18.6,0.53,0.0,69.6,71.0,22.05,0.0
2021-12-17,18.6,0.53,0.0,68.7,71.3,21.87,0.0
2021-12-18,19.2,0.52,0.0,62.0,70.1,21.69,0.0
2021-12-19,18.6,0.49,0.0,68.5,69.4,21.52,0.0
2021-12-20,18.8,0.46,0.0,64.2,70.4,21.36,0.0
2021-12-21,19.3,0.47,0.0,51.0,68.4,21.19,0.0
2021-12-22,19.4,0.46,0.0,54.8,67.9,21.04,0.0
2021-12-23,19.0,0.46,0.0,58.1,69.8,20.88,37962.96296296296
2021-12-24,18.5,0.45,0.0,58.5,74.1,20.73,0.0
2021-12-25,18.4,0.43,0.0,73.6,73.7,20.58,0.0
2021-12-26,18.2,0.43,0.0,75.8,74.3,20.44,0.0
2021-12-27,14.4,0.39,0.0,76.9,74.2,20.31,0.0
2021-12-28,16.1,0.39,0.0,74.4,73.8,20.18,0.0
2021-12-29,16.9,0.38,0.0,74.4,74.1,20.06,0.0
2021-12-30,14.6,0.35,0.0,77.6,73.3,19.94,0.0
2021-12-31,17.6,0.34,0.0,75.7,73.7,19.83,0.0
2022-01-01,18.0,0.3,0.0,75.7,73.5,19.73,0.0
2022-01-02,13.8,,0.05,74.8,73.7,,0.0
2022-01-03,17.9,0.32,0.0,72.0,73.8,19.52,0.0
2022-01-04,17.3,0.31,0.0,76.0,73.0,19.42,0.0
2022-01-05,15.4,0.3,0.0,77.4,72.5,19.32,0.0
2022-01-06,18.6,0.3,0.0,75.4,72.6,19.23,0.0
2022-01-07,16.0,0.29,0.0,75.1,73.4,19.14,0.0
2022-01-08,13.0,0.27,0.0,76.0,75.1,19.05,0.0
2022-01-09,12.2,0.29,0.0,77.6,75.1,18.97,0.0
2022-01-10,14.7,0.28,0.0,77.1,74.8,18.9,0.0
2022-01-11,15.1,0.28,0.02,74.9,74.2,18.81,0.0
2022-01-12,15.3,0.28,1.89,75.0,74.4,19.7,0.0
2022-01-13,16.0,0.48,7.66,75.6,73.4,21.14,0.0
2022-01-14,14.4,0.44,4.59,76.2,73.7,20.87,0.0
2022-01-15,16.2,0.33,0.94,73.0,73.9,20.91,27546.296296296285
2022-01-16,16.1,0.42,0.73,70.6,73.9,20.56,0.0
2022-01-17,17.4,0.45,0.46,64.6,75.4,20.46,0.0
2022-01-18,18.9,0.42,0.01,58.4,74.0,20.29,0.0
2022-01-19,19.4,0.42,0.0,52.1,73.5,20.14,0.0
2022-01-20,19.4,0.43,0.0,49.5,74.6,19.99,0.0
2022-01-21,19.5,0.42,0.0,47.7,77.1,19.84,0.0
